Iteration,Bxs_100Hz,Bys_100Hz,Bzs_100Hz
48,54921.69644039834,10225.554223495774,106387.94623564855
49,55044.46538951539,10368.371670649345,106567.10593078042
50,55431.82759462071,10472.794802163658,107053.43007670731
51,55607.303730579646,10311.876665921269,107510.87732164518
52,55804.594957115805,10397.829245639725,108115.63569909964
53,56118.599856320776,10230.282100205282,108388.5404555536
54,56126.711026138226,10527.717422655556,108527.92823984742
55,56291.926657355354,10418.505016724277,109170.8480834728
56,56506.96262500554,10613.53865911803,109326.9448961328
57,56735.39586038611,10581.741767284915,109814.07006272643
58,56834.150674056895,10590.333942175612,110165.61947225916
59,57106.61468106901,10786.963424159872,110552.84603031559
60,57268.4674308914,10715.337272925595,110719.5370070612
61,57424.84773560831,10625.841781288907,111096.35672969697
62,57519.91104805226,10803.931772301412,111399.26452877023
63,57727.508953302466,10682.319168332342,111894.10578472483
64,58003.59561524731,10831.904643697322,112024.57861281886
65,58074.805874590915,10781.548750515005,112323.74304764932
66,58339.16605775705,10982.82853942335,112511.35615478124
67,58177.105073696046,10946.661702462661,112752.45313129645
68,58432.47262845284,10881.087081771859,113072.56176986705
69,58506.795327988344,10932.704539480648,113261.10081886136
70,58742.778416632165,11037.257950980733,113449.06783427738
71,58858.766838852134,11018.985409787032,113543.93525918921
72,58929.75356023778,10833.286803967301,113796.46096646629
73,59019.433130243204,10978.132225920685,113936.57074189054
74,59082.201688250316,11175.200754612399,113962.19035402336
75,59329.614749248074,11005.552004948097,114197.3027680202
76,59198.80983069419,10944.839385166262,114080.96451712218
77,59496.8535480746,10990.412082668512,114464.70304547955
78,59248.27683385353,11059.691227200325,114426.67408340774
79,59549.28833796972,11061.84815908228,114605.95863304204
80,59866.70162288011,11167.92195350162,114680.79582172053
81,59628.3416830177,11091.411125366432,114962.5393371694
82,59533.60561252152,11013.355554789372,114975.17784406303
83,59612.19231076477,11156.308730404442,115094.6262105684
84,59808.44277104957,11220.23711254119,115160.60018667765
85,59671.85193797996,11011.45141564954,115267.41516674172
86,59751.598811104566,11305.30851420923,115392.75109739091
87,59783.32920575462,11152.417333661522,115495.52444485691
88,59950.28335903301,11212.589086119895,115605.78751377422
89,59913.31785684164,11261.136575869725,115730.29012549933
90,60073.1877730888,11186.760954072586,115936.87657863456
91,60174.954834887096,11161.072592052877,116095.99874816369
92,60101.569440656785,11075.310987606805,116179.7418346096
93,60262.92229334159,11284.098990751092,116482.05907643762
94,60317.38291385111,11225.454608280406,116604.3338831702
95,60266.65487435107,11186.176589441191,116686.7981288322
96,60448.8705903478,11205.087983095018,116798.81171538937
97,60535.00540019132,11384.03628870651,116866.906561104
98,60558.01133988688,11189.380039715428,117148.75047641766
99,60482.05153826698,11229.996471987926,117014.58248697923
100,60610.62531393741,11405.151219873445,117327.6600756099
101,60671.94396313673,11228.79787317134,117620.97829296358
102,60625.51865506877,11230.32821576908,117575.64992147525
103,60727.16292172356,11204.28297250019,117601.8893806292
104,60845.71184213737,11329.74018806416,117909.68200402553
105,60925.999685101495,11323.949191988957,118228.51981674276
106,60943.48980594954,11336.246765950053,118352.51471904396
107,61093.62472699808,11503.505930446572,118217.09477890086
108,61227.19529436041,11142.357644504411,118504.13748797498
109,61198.118243686244,11468.159331611681,118455.98619126983
110,61330.155350902554,11371.960493059933,118661.10529428997
111,61356.8321861881,11480.801580951702,118893.20897197862
112,61489.24667067652,11465.51250882287,118806.86044419471
113,61483.37465706443,11416.703982152452,118973.68947340183
114,61693.88373156214,11706.126385198895,119197.33551278405
115,61575.311546466706,11626.47678475207,119033.64803594581
116,61813.528888873916,11496.100777230573,119256.45955994811
117,61700.37812835821,11465.71188479321,119098.88891965616
118,61677.559965060296,11489.948634606471,119342.06758889041
119,61834.95563694454,11633.412265560306,119426.71567374587
120,61703.85908063384,11519.689383579027,119070.18135619782
121,61700.4907514693,11513.361146825602,119283.47027748356
122,61803.918710522245,11455.903866450042,119230.71978617481
123,61839.244629221816,11469.354959283773,119410.96005405113
124,61982.56573876848,11543.59145448758,119386.67858261384
125,61982.0080447223,11263.845232031314,119389.81429039338
126,61971.719804241155,11627.640126260902,119533.5281851436
127,61992.10596952426,11412.181013012701,119395.72279904956
128,61826.27620745167,11603.521846600057,119323.7715318426
129,61902.81060990077,11526.00169129738,119478.32468349244
130,62086.37867690794,11385.069370498582,119469.08024612491
131,62050.365226405265,11617.999458959974,119465.25366536989
132,62008.75421274545,11546.045708687689,119438.38423096208
133,61799.11576977921,11513.582072034435,119406.63487421644
134,61912.53675900617,11657.421968497581,119536.6841371827
135,61911.816667861276,11626.967608882773,119507.71134042922
136,61919.94669504703,11502.409691799501,119686.38992524565
137,61894.81381603099,11356.016334203701,119761.81463230938
138,61993.437941792705,11478.409461001444,119701.38065149651
139,62067.513459511436,11637.75515295405,119826.0894874444
140,62007.98287630982,11565.605731703376,119691.75645085219
141,61998.3350993159,11527.362703053283,119833.11978464609
142,61979.244579899525,11486.044876023774,119990.29155236878
143,61933.568665099454,11472.172057073438,120027.84740614425
144,62036.165033460515,11619.723203315729,120145.94723202178
145,62096.762411258554,11523.847377970818,120130.62008342388
146,62104.913647582456,11649.465910568566,120311.28779260979
147,62155.57157080252,11589.554103252342,120320.93652544903
148,62277.35418554307,11549.93106350179,120510.95882528216
149,62300.18460637686,11514.95363079936,120597.26993853945
150,62284.02659940021,11689.639326758612,120623.5522075266
151,62447.949874197,11663.566573437223,120622.3060366928
152,62311.84943533935,11649.068988577763,120891.04412169133
153,62429.152805792284,11648.397183786661,120899.90618839626
154,62492.78250020604,11593.061889859888,120919.3877353221
155,62491.52096613627,11841.400838872876,121022.19312776277
156,62459.000282295514,11701.441231311246,121112.86364569093
157,62693.965514019656,11766.406018151903,121220.98769743867
158,62642.469101187846,11674.067195331985,121315.96432687556
159,62723.18674444885,11723.080565782862,121381.88878270067
160,62828.91633999242,11668.581845963874,121383.49851441183
161,62942.19159849915,11681.361484677725,121492.08645049679
162,62845.34841516473,11783.124876270029,121686.28794328515
163,62902.24953931981,11850.864522315876,121767.48052485971
164,62899.760976018624,11744.861574294102,121628.31510006427
165,62943.29283439452,11710.199284226837,121746.59950457598
166,62857.85781283024,11841.402210702237,121604.78298760968
167,63034.787396088956,11737.727484715931,121707.3271582107
168,62897.887757226614,11775.462495090267,121497.28221488556
169,63068.79845138653,11711.499766494817,121534.5067244259
170,63104.237988620516,11667.177009477096,121633.65458098635
171,62966.642770830294,11803.883869112733,121524.59054340926
172,62893.179015245994,11710.930731968325,121533.40188788436
173,62964.59941044269,11774.38821960384,121563.739916582
174,62988.090821502185,11691.54043096386,121562.47541286274
175,62879.56363437661,11741.168272781857,121526.64462937412
176,62929.63818881735,11594.531152206204,121573.11956135106
177,62833.96455151587,11888.809850231959,121501.55557372243
178,63097.101186001,11759.278790781247,121612.64597210987
179,63043.57853035626,11777.302294087556,121692.04682094698
180,62960.38730009477,11789.90762316031,121636.65243514391
181,62926.612640381696,11620.927225466889,121450.53454423162
182,62963.124517053,11720.457343281367,121563.71784238049
183,62834.53055793768,11666.34788114739,121881.0079084794
184,63183.25947960826,11779.651420270568,121764.43618584536
185,63104.670782830304,11542.212420446027,121751.2977285429
186,62953.43170473203,11731.885526464706,121838.31135031465
187,63065.17810320494,11837.164136493373,121775.63868824916
188,62883.7531425002,11681.577714274916,121776.48883413275
189,62933.4072334837,11798.359460958045,121870.59370256147
190,63275.81733126996,11797.278112618991,121903.94848233438
191,63156.75974028155,11629.180415101417,121933.82648808333
192,62987.955230079104,11860.583777317474,122070.83817644288
193,62901.543628258885,11694.253883539892,121955.02925133488
194,63195.8107067724,11836.390847397794,121940.87195894953
195,63158.961953837876,11649.647828345542,122045.39303825439
196,63232.23833868766,11815.143056044006,122149.54268671956
197,63093.20725218468,11774.845202394938,122273.14373188745
198,63193.73837696789,11793.207508994949,122289.10341108935
199,63093.28812252409,11752.293014391942,122221.20649156968
200,63164.243988142385,11783.674610177746,122290.68111231778
201,63225.94769959694,11785.983185650364,122480.71637751393
202,63310.19306846611,11830.525212041757,122315.96697954387
203,63356.78776855966,11795.866691770043,122520.80258932654
204,63269.88287361993,11801.299922923521,122485.39107962963
205,63301.00905484327,11722.73644391347,122597.0770820829
206,63432.309781026706,11940.049823482157,122679.51771284298
207,63482.069874991816,11754.77130408813,122612.1449729345
208,63399.534978401905,11912.714663865258,122736.36760404058
209,63520.94248345476,11793.403105913949,122762.08948679475
